1000000000;1;1;10000000000;50847534;6.453;
1000000000;1;1;5000000000;50847534;6.438;
1000000000;1;1;2000000000;50847534;6.391;
1000000000;1;1;1000000000;50847534;6.407;
1000000000;1;3;500000000;50847534;6.313;
1000000000;1;6;200000000;50847534;5.953;
1000000000;1;11;100000000;50847534;5.281;
1000000000;1;21;50000000;50847534;3.953;
1000000000;1;51;20000000;50847534;2.297;
1000000000;1;101;10000000;50847534;2.297;
1000000000;1;202;5000000;50847534;2.281;
1000000000;1;508;2000000;50847534;2.265;
1000000000;1;1030;1000000;50847534;2.125;
1000000000;2;2;10000000000;50847534;4.625;
1000000000;2;2;5000000000;50847534;4.656;
1000000000;2;2;2000000000;50847534;4.657;
1000000000;2;2;1000000000;50847534;4.64;
1000000000;2;5;500000000;50847534;4.468;
1000000000;2;11;200000000;50847534;4.093;
1000000000;2;21;100000000;50847534;3.453;
1000000000;2;41;50000000;50847534;1.766;
1000000000;2;101;20000000;50847534;1.157;
1000000000;2;201;10000000;50847534;1.156;
1000000000;2;403;5000000;50847534;1.156;
1000000000;2;1015;2000000;50847534;1.063;
1000000000;2;2059;1000000;50847534;1.047;
1000000000;4;4;10000000000;50847534;4.109;
1000000000;4;4;5000000000;50847534;4.157;
1000000000;4;4;2000000000;50847534;4.172;
1000000000;4;4;1000000000;50847534;4.141;
1000000000;4;9;500000000;50847534;3.969;
1000000000;4;21;200000000;50847534;3.5;
1000000000;4;41;100000000;50847534;2.609;
1000000000;4;81;50000000;50847534;1.063;
1000000000;4;201;20000000;50847534;0.594;
1000000000;4;402;10000000;50847534;0.578;
1000000000;4;805;5000000;50847534;0.609;
1000000000;4;2029;2000000;50847534;0.531;
1000000000;4;4118;1000000;50847534;0.578;
1000000000;6;6;10000000000;50847534;4.078;
1000000000;6;6;5000000000;50847534;4.093;
1000000000;6;6;2000000000;50847534;4.093;
1000000000;6;6;1000000000;50847534;4.093;
1000000000;6;13;500000000;50847534;3.953;
1000000000;6;31;200000000;50847534;3.469;
1000000000;6;61;100000000;50847534;2.532;
1000000000;6;121;50000000;50847534;0.812;
1000000000;6;301;20000000;50847534;0.391;
1000000000;6;602;10000000;50847534;0.391;
1000000000;6;1207;5000000;50847534;0.375;
1000000000;6;3044;2000000;50847534;0.39;
1000000000;6;6177;1000000;50847534;0.437;
1000000000;8;8;10000000000;50847534;4.047;
1000000000;8;8;5000000000;50847534;4.063;
1000000000;8;8;2000000000;50847534;4.046;
1000000000;8;8;1000000000;50847534;4.094;
1000000000;8;17;500000000;50847534;3.875;
1000000000;8;41;200000000;50847534;2.75;
1000000000;8;81;100000000;50847534;2.266;
1000000000;8;161;50000000;50847534;0.641;
1000000000;8;401;20000000;50847534;0.313;
1000000000;8;803;10000000;50847534;0.297;
1000000000;8;1610;5000000;50847534;0.297;
1000000000;8;4058;2000000;50847534;0.359;
1000000000;8;8236;1000000;50847534;0.422;
1000000000;10;10;10000000000;50847534;3.844;
1000000000;10;10;5000000000;50847534;3.891;
1000000000;10;10;2000000000;50847534;3.891;
1000000000;10;10;1000000000;50847534;3.906;
1000000000;10;21;500000000;50847534;3.484;
1000000000;10;51;200000000;50847534;1.875;
1000000000;10;101;100000000;50847534;0.844;
1000000000;10;201;50000000;50847534;0.297;
1000000000;10;501;20000000;50847534;0.266;
1000000000;10;1003;10000000;50847534;0.281;
1000000000;10;2012;5000000;50847534;0.297;
1000000000;10;5073;2000000;50847534;0.312;
1000000000;10;10295;1000000;50847534;0.343;
1000000000;12;12;10000000000;50847534;3.968;
1000000000;12;12;5000000000;50847534;3.953;
1000000000;12;12;2000000000;50847534;3.938;
1000000000;12;12;1000000000;50847534;3.938;
1000000000;12;25;500000000;50847534;3.641;
1000000000;12;61;200000000;50847534;1.64;
1000000000;12;121;100000000;50847534;0.609;
1000000000;12;241;50000000;50847534;0.219;
1000000000;12;601;20000000;50847534;0.219;
1000000000;12;1204;10000000;50847534;0.25;
1000000000;12;2414;5000000;50847534;0.234;
1000000000;12;6087;2000000;50847534;0.25;
1000000000;12;12354;1000000;50847534;0.297;
1000000000;14;14;10000000000;50847534;3.922;
1000000000;14;14;5000000000;50847534;3.953;
1000000000;14;14;2000000000;50847534;3.985;
1000000000;14;14;1000000000;50847534;3.953;
1000000000;14;29;500000000;50847534;3.719;
1000000000;14;71;200000000;50847534;1.719;
1000000000;14;141;100000000;50847534;0.531;
1000000000;14;281;50000000;50847534;0.203;
1000000000;14;701;20000000;50847534;0.204;
1000000000;14;1404;10000000;50847534;0.234;
1000000000;14;2817;5000000;50847534;0.219;
1000000000;14;7102;2000000;50847534;0.25;
1000000000;14;14413;1000000;50847534;0.25;
1000000000;16;16;10000000000;50847534;3.969;
1000000000;16;16;5000000000;50847534;3.969;
1000000000;16;16;2000000000;50847534;3.969;
1000000000;16;16;1000000000;50847534;3.969;
1000000000;16;33;500000000;50847534;3.75;
1000000000;16;81;200000000;50847534;1.735;
1000000000;16;161;100000000;50847534;0.5;
1000000000;16;321;50000000;50847534;0.187;
1000000000;16;802;20000000;50847534;0.187;
1000000000;16;1605;10000000;50847534;0.219;
1000000000;16;3219;5000000;50847534;0.204;
1000000000;16;8116;2000000;50847534;0.219;
1000000000;16;16471;1000000;50847534;0.219;
1000000000;20;20;10000000000;50847534;4;
1000000000;20;20;5000000000;50847534;4.032;
1000000000;20;20;2000000000;50847534;3.969;
1000000000;20;20;1000000000;50847534;3.969;
1000000000;20;41;500000000;50847534;3.625;
1000000000;20;101;200000000;50847534;1.766;
1000000000;20;201;100000000;50847534;0.406;
1000000000;20;401;50000000;50847534;0.172;
1000000000;20;1002;20000000;50847534;0.157;
1000000000;20;2006;10000000;50847534;0.172;
1000000000;20;4023;5000000;50847534;0.172;
1000000000;20;10145;2000000;50847534;0.172;
1000000000;20;20589;1000000;50847534;0.172;
1000000000;24;24;10000000000;50847534;3.985;
1000000000;24;24;5000000000;50847534;4;
1000000000;24;24;2000000000;50847534;4;
1000000000;24;24;1000000000;50847534;3.984;
1000000000;24;49;500000000;50847534;3.734;
1000000000;24;121;200000000;50847534;1.922;
1000000000;24;241;100000000;50847534;0.453;
1000000000;24;481;50000000;50847534;0.156;
1000000000;24;1202;20000000;50847534;0.156;
1000000000;24;2407;10000000;50847534;0.141;
1000000000;24;4828;5000000;50847534;0.156;
1000000000;24;12174;2000000;50847534;0.141;
1000000000;24;24707;1000000;50847534;0.156;
1000000000;28;28;10000000000;50847534;4.016;
1000000000;28;28;5000000000;50847534;4.015;
1000000000;28;28;2000000000;50847534;4.031;
1000000000;28;28;1000000000;50847534;4.016;
1000000000;28;57;500000000;50847534;3.75;
1000000000;28;141;200000000;50847534;2.14;
1000000000;28;281;100000000;50847534;0.531;
1000000000;28;561;50000000;50847534;0.141;
1000000000;28;1402;20000000;50847534;0.125;
1000000000;28;2808;10000000;50847534;0.125;
1000000000;28;5633;5000000;50847534;0.125;
1000000000;28;14203;2000000;50847534;0.125;
1000000000;28;28825;1000000;50847534;0.141;
1000000000;32;32;10000000000;50847534;3.969;
1000000000;32;32;5000000000;50847534;4;
1000000000;32;32;2000000000;50847534;4;
1000000000;32;32;1000000000;50847534;4.015;
1000000000;32;65;500000000;50847534;3.656;
1000000000;32;161;200000000;50847534;1.719;
1000000000;32;321;100000000;50847534;0.437;
1000000000;32;641;50000000;50847534;0.14;
1000000000;32;1603;20000000;50847534;0.125;
1000000000;32;3210;10000000;50847534;0.125;
1000000000;32;6437;5000000;50847534;0.125;
1000000000;32;16232;2000000;50847534;0.125;
1000000000;32;32942;1000000;50847534;0.125;
